artist,album,genre,rank,year,reviewer,reviewer_url
BROCKHAMPTON,Iridescence,Hip Hop,93,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Caribou,Our Love,Electronic,92,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Indie Rock,91,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Carly Rae Jepsen,EMOTION,Pop,90,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Big Boi,Sir Lucious Left Foot: The Son of Chico Dusty,Hip Hop,89,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Lady Lamb,After,Indie Rock,88,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Christine and the Queens,Chris,Pop,87,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Spoon,Hot Thoughts,Alt Indie,86,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kacey Musgraves,Golden Hour,Country,85,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Thundercat,The Golden Age of Apocalypse,Jazz,84,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Cardi B,Invasion of Privacy,Hip Hop,83,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Japandroids,Celebration Rock,Alt Rock,82,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Rihanna,Anti,Pop,81,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Foo Fighters,Wasting Light,Alt Rock,80,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Beyonce,Beyonce,Pop,79,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Noname,Room 25,Hip Hop,78,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Deerhunter,Halcyon Digest,Alt Indie,77,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Sleater-Kinney,No Cities to Love,Punk Rock,76,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
HAIM,Days Are Gone,Rock,75,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Drake,Take Care,Hip Hop,74,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
FKA twigs,LP1,Electronic,73,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
My Bloody Valentine,m b v,Pop Rock,72,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Run the Jewels,Run the Jewels 2,Hip Hop,71,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Katy Perry,Teenage Dream,Pop,70,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Paramore,After Laughter,Alt Rock,69,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Hip Hop,68,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
The National,Trouble Will Find Me,Indie Rock,67,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Lady Gaga,Joanne,Pop,66,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Cloud Nothings,Attack on Memory,Indie Rock,65,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Angel Olsen,All Mirrors,Indie Folk,64,2019,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Spiritualized,"Sweet Heart, Sweet Light",Rock,63,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
SABA,Care for Me,Hip Hop,62,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Joanna Newsom,Have One On Me,Indie Folk,61,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Chromatics,Kill for Love,Indie Rock,60,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Titus Andronicus,The Most Lamentable Tragedy,Punk Rock,59,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Blood Orange,Negro Swan,Electronic,58,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
St. Vincent,Masseduction,Rock,57,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Frank Ocean,Blonde,R&B,56,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Lucy Dacus,Historian,Indie Rock,55,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Mount Eerie,A Crow Looked at Me,Alt Indie,54,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
D'Angelo and the Vanguard,Black Messiah,R&B,53,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Sky Ferreira,"Night Time, My Time",Pop,52,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Jamila Woods,LEGACY! LEGACY!,R&B,51,2019,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
JAY-Z & Kanye West,Watch the Throne,Hip Hop,50,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Sharon Van Etten,Remind Me Tomorrow,Indie,49,2019,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Flying Lotus,Cosmogramma,Electronic,48,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Daft Punk,Random Access Memories,Electronic,47,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Anderson .Paak,Malibu,Hip Hop,46,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Father John Misty,"I Love You, Honeybear",Indie Folk,45,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Disclosure,Settle,House/Electronic,44,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Sufjan Stevens,Carrie & Lowell,Indie Folk,43,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Bjork,Vulnicura,Pop,42,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
James Blake,James Blake,Electronic,41,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Deafheaven,Sunbather,Metal,40,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Beach House,Teen Dream,Indie Pop,39,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Chance the Rapper,Acid Rap,Hip Hop,38,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Lana Del Rey,Ultraviolence,Pop,37,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kamasi Washington,Heaven and Earth,Jazz,36,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Gorillaz,Plastic Beach,Alt Rock,35,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Vince Staples,Big Fish Theory,Hip Hop,34,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Grimes,Art Angels,Electronic,33,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Nick Cave & the Bad Seeds,The Skeleton Tree,Alt Rock,32,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
LCD Soundsystem,This Is Happening,Rock/Electronic,31,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Bon Iver,Bon Iver,Indie Folk,30,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Solange,A Seat at the Table,R&B,29,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
M83,"Hurry Up, We’re Dreaming",Pop,28,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Arctic Monkeys,AM,Indie Rock,27,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Jamie xx,In Colour,Electronic,26,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kendrick Lamar,DAMN.,Hip Hop,25,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Taylor Swift,1989,Pop,24,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Angel Olsen,My Woman,Indie Folk,23,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Against Me!,Transgender Dysphoria Blues,Punk Rock,22,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
The National,High Violet,Indie Rock,21,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
SZA,CTRL,R&B,20,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Adele,21,Pop,19,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Arcade Fire,The Suburbs,Indie Rock,18,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
David Bowie,Blackstar,Rock,17,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
The War on Drugs,Lost in the Dream,Indie Rock,16,2014,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Billie Eilish,"When We All Fall Asleep, Where Do We Go?",Pop,15,2019,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Janelle Monae,Dirty Computer,R&B,14,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Tame Impala,Currents,Psychadelic Rock,13,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kanye West,Yeezus,Hip Hop,12,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Fiona Apple,The Idler Wheel...,Pop,11,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Mitski,Be the Cowboy,Indie Rock,10,2018,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
St. Vincent,Strange Mercy,Rock,9,2011,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kendrick Lamar,"good kid, m.A.A.d city",Hip Hop,8,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Robyn,Body Talk,Pop,7,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Frank Ocean,Channel ORANGE,R&B,6,2012,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Vampire Weekend,Modern Vampires of the City,Indie Rock,5,2013,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Lorde,Melodrama,Pop,4,2017,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,3,2010,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Kendrick Lamar,To Pimp a Butterfly,Hip Hop,2,2015,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Beyonce,Lemonade,Pop,1,2016,Consequence of Sound,https://consequenceofsound.net/2019/11/top-albums-of-the-2010s/full-post/
Fiona Apple,The Idler Wheel...,Pop,10,2012,Time,https://time.com/5725768/best-albums-2010s-decade/
Miguel,Kaleidoscope Dream,R&B,10,2012,Time,https://time.com/5725768/best-albums-2010s-decade/
Beauty Pill,Beauty Pill Describes Things As They Are,Rock,10,2015,Time,https://time.com/5725768/best-albums-2010s-decade/
Carly Rae Jepsen,EMOTION,Pop,10,2015,Time,https://time.com/5725768/best-albums-2010s-decade/
Beyonce,Lemonade,Pop,10,2016,Time,https://time.com/5725768/best-albums-2010s-decade/
Leonard Cohen,You Want It Darker,Folk,10,2016,Time,https://time.com/5725768/best-albums-2010s-decade/
Miranda Lambert,The Weight of These Wings,Country,10,2016,Time,https://time.com/5725768/best-albums-2010s-decade/
Solange,A Seat at the Table,R&B,10,2016,Time,https://time.com/5725768/best-albums-2010s-decade/
Kendrick Lamar,DAMN.,Hip Hop,10,2017,Time,https://time.com/5725768/best-albums-2010s-decade/
Ozuna,Aura,Latin,10,2018,Time,https://time.com/5725768/best-albums-2010s-decade/
Drake,Take Care,Hip Hop,100,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Japanese Breakfast,Soft Sounds from Another Planet,Indie Rock,99,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Nick Cave & The Bad Seeds,Skeleton Tree,Alt Rock,98,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Deafheaven,Sunbather,Metal,97,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
"Tyler, The Creator",Flower Boy,Hip Hop,96,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
The Black Keys,Brothers,Rock,95,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Sky Ferreira,"Night Time, My Time",Pop,94,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Charles Bradley,Victim of Love,R&B,93,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Travis Scott,ASTROWORLD,Hip Hop,92,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Lucius,Wildewoman,Indie Pop,91,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Julien Baker,Turn Out The Lights,Alt Rock,90,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Savages,Silence Yourself,Rock,89,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
M83,"Hurry Up, We’re Dreaming",Pop,88,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Hop Along,Painted Shut,Indie Rock,87,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Grimes,Visions,Electronic,86,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Big Thief,Capacity,Indie Rock,85,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Tune-Yards,w h o k i l l,Pop,84,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Soccer Mommy,Clean,Indie,83,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kurt Vile,Smoke Ring for My Halo,Indie Rock,82,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kaytranada,99.9%,Electronic,81,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
James Blake,James Blake,Electronic,80,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
St. Paul and the Broken Bones,Half the City,Soul,79,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Run the Jewels,Run the Jewels 2,Hip Hop,78,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Joanna Newsom,Have One On Me,Indie Folk,77,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
IDLES,Joy As An Act of Resistance,Punk Rock,76,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Fiona Apple,The Idler Wheel...,Pop,75,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Sturgill Simpson,Metamodern Sounds in Country Music,Country,74,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kevin Morby,City Music,Indie Rock,73,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Frightened Rabbit,The Winter of Mixed Drinks,Indie Rock,72,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Caribou,Our Love,Electronic,71,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Destroyer,Kaputt,Indie Rock,70,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Leon Bridges,Coming Home,Soul,69,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
The Decemberists,The King is Dead,Indie Rock,68,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Cardi B,Invasion of Privacy,Hip Hop,67,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Girls,"Father, Son, Holy Ghost",Indie Rock,66,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Future Islands,Singles,Pop,65,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
D'Angelo and the Vanguard,Black Messiah,R&B,64,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Haim,Days Are Gone,Rock,63,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
FKA twigs,LP1,Electronic,62,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Blood Orange,Cupid Deluxe,Electronic,61,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Lorde,Pure Heroine,Pop,60,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Iceage,You’re Nothing,Punk Rock,59,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
(Sandy) Alex G,Rocket,Indie Rock,58,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Noname,Telefone,Hip Hop,57,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Jamie xx,In Colour,Electronic,56,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Adele,21,Pop,55,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Whitney,Light Upon the Lake,Alt Indie,54,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kendrick Lamar,"good kid, m.A.A.d city",Hip Hop,53,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Anderson .Paak,Malibu,Hip Hop,52,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Sleater-Kinney,No Cities to Love,Punk Rock,51,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Taylor Swift,1989,Pop,50,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
A Tribe Called Quest,We Got It From Here... Thank You 4 Your Service,Hip Hop,49,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Alabama Shakes,Boys & Girls,Rock,48,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Vince Staples,Summertime '06,Hip Hop,47,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Chance the Rapper,Coloring Book,Hip Hop,46,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Snail Mail,Lush,Indie Rock,45,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Tame Impala,Lonerism,Psychadelic Rock,44,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Weyes Blood,Titanic Rising,Indie,43,2019,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Janelle Monae,Dirty Computer,R&B,42,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Japandroids,Celebration Rock,Alt Rock,41,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Beyonce,Beyonce,Pop,40,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Fleet Foxes,Helplessness Blues,Indie Folk,39,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Sharon Van Etten,Are We There,Indie,38,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Car Seat Headrest,Teens of Denial,Indie Rock,37,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Jay Som,Everybody Works,Indie Rock,36,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Rihanna,ANTI,Pop,35,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Phoebe Bridgers,Stranger in the Alps,Indie Rock,34,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
The National,Trouble Will Find Me,Indie Rock,33,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Daft Punk,Random Access Memories,Electronic,32,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Jason Isbell,Southeastern,Country,31,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
St. Vincent,St. Vincent,Rock,30,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Tame Impala,Currents,Psychadelic Rock,29,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Bon Iver,Bon Iver,Indie Folk,28,2011,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
'Hamilton' Original Broadway Cast Recording,Hamilton,Musical,27,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Sufjan Stevens,Carrie & Lowell,Indie Folk,26,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kanye West,Yeezus,Hip Hop,25,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
The War on Drugs,Lost in the Dream,Indie Rock,24,2014,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Mitski,Puberty 2,Indie Rock,23,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Father John Misty,"I Love You, Honeybear",Indie Folk,22,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Arcade Fire,The Suburbs,Indie Rock,21,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Lucy Dacus,Historian,Indie Rock,20,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Alvvays,Antisocialites,Indie Pop,19,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Robyn,Body Talk,Pop,18,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Radiohead,A Moon Shaped Pool,Rock,17,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Beach House,Teen Dream,Indie Pop,16,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Angel Olsen,My Woman,Indie Folk,15,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
David Bowie,Blackstar,Rock,14,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Solange,A Seat at the Table,R&B,13,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kendrick Lamar,DAMN.,Hip Hop,12,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Vampire Weekend,Modern Vampires of the City,Indie Rock,11,2013,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
SZA,CTRL,R&B,10,2017,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kacey Musgraves,Golden Hour,Country,9,2018,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Carly Rae Jepsen,EMOTION,Pop,8,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Frank Ocean,Blonde,R&B,7,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Courtney Barnett,"Sometimes I Sit and Think, and Sometimes I Just Sit",Indie Rock,6,2015,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Frank Ocean,Channel ORANGE,R&B,5,2012,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,4,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
LCD Soundsystem,This Is Happening,Rock/Electronic,3,2010,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
Beyonce,Lemonade,Pop,2,2016,Paste,https://www.pastemagazine.com/articles/2019/10/best-albums-of-the-2010s-paste.html
